# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun May 26 19:57:28 2024
#
# User preference: *
#
# COLUMN hostname:       Host Name
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_vmag:        V (Johnson) Magnitude
#
hostname,st_spectype,st_teff,st_rad,st_lum,sy_dist,sy_bmag,sy_vmag
Kepler-1524,,5900.00,1.00,,381.7730000,13.3880000,12.8020000
Kepler-1524,,6179.00,1.25,,381.7730000,13.3880000,12.8020000
Kepler-1524,,,,,381.7730000,13.3880000,12.8020000
Kepler-1524,,,,,381.7730000,13.3880000,12.8020000
Kepler-1524,,5900.00,1.00,,381.7730000,13.3880000,12.8020000
Kepler-1524,,5900.00,1.00,,381.7730000,13.3880000,12.8020000
Kepler-1524,,5708.66,0.98,-0.033,381.7730000,13.3880000,12.8020000
Kepler-1524,,5818.00,0.99,,381.7730000,13.3880000,12.8020000
Kepler-1524,,5824.00,0.97,,381.7730000,13.3880000,12.8020000
Kepler-1524,,5900.00,1.00,,381.7730000,13.3880000,12.8020000
Kepler-1525,,,,,382.9890000,13.5100000,12.7970000
Kepler-1525,,5581.31,1.06,-0.011,382.9890000,13.5100000,12.7970000
Kepler-1525,,5812.00,0.92,,382.9890000,13.5100000,12.7970000
Kepler-1525,,5476.00,1.09,-0.018,382.9890000,13.5100000,12.7970000
Kepler-1525,,5812.00,0.92,,382.9890000,13.5100000,12.7970000
Kepler-1525,,5705.00,1.03,,382.9890000,13.5100000,12.7970000
Kepler-1525,,5605.00,1.02,,382.9890000,13.5100000,12.7970000
Kepler-1525,,5812.00,0.92,,382.9890000,13.5100000,12.7970000
Kepler-1525,,5599.00,0.79,,382.9890000,13.5100000,12.7970000
Kepler-1525,,5748.00,1.04,,382.9890000,13.5100000,12.7970000
Kepler-1526,,4601.00,0.69,,555.5740000,17.3340000,15.9350000
Kepler-1526,,4515.00,0.68,,555.5740000,17.3340000,15.9350000
Kepler-1526,,4518.00,0.65,,555.5740000,17.3340000,15.9350000
Kepler-1526,,4518.00,0.65,,555.5740000,17.3340000,15.9350000
Kepler-1526,,4518.00,0.65,,555.5740000,17.3340000,15.9350000
Kepler-1526,,4549.00,0.71,-0.707,555.5740000,17.3340000,15.9350000
Kepler-1526,,,,,555.5740000,17.3340000,15.9350000
Kepler-1526,,4464.20,0.69,-0.772,555.5740000,17.3340000,15.9350000
Kepler-1526,,4371.00,0.70,,555.5740000,17.3340000,15.9350000
Kepler-1526,,4518.00,0.65,,555.5740000,17.3340000,15.9350000
Kepler-1527,,5919.00,1.66,0.482,1842.1300000,16.0260000,15.1610000
Kepler-1527,,6075.00,0.92,,1842.1300000,16.0260000,15.1610000
Kepler-1527,,5825.00,0.94,,1842.1300000,16.0260000,15.1610000
Kepler-1527,,6089.00,1.58,,1842.1300000,16.0260000,15.1610000
Kepler-1527,,6075.00,0.92,,1842.1300000,16.0260000,15.1610000
Kepler-1527,,6075.00,0.92,,1842.1300000,16.0260000,15.1610000
Kepler-1527,,6092.00,1.76,,1842.1300000,16.0260000,15.1610000
Kepler-1527,,6224.00,1.32,,1842.1300000,16.0260000,15.1610000
Kepler-1527,,5422.79,1.86,0.430,1842.1300000,16.0260000,15.1610000
Kepler-1527,,,,,1842.1300000,16.0260000,15.1610000
Kepler-1528,,5857.00,1.03,,817.5340000,15.3140000,14.5760000
Kepler-1528,,,,,817.5340000,15.3140000,14.5760000
Kepler-1528,,6040.00,1.00,,817.5340000,15.3140000,14.5760000
Kepler-1528,,5765.00,0.93,-0.064,817.5340000,15.3140000,14.5760000
Kepler-1528,,6036.00,0.90,,817.5340000,15.3140000,14.5760000
Kepler-1528,,6040.00,1.00,,817.5340000,15.3140000,14.5760000
Kepler-1528,,6040.00,1.00,,817.5340000,15.3140000,14.5760000
Kepler-1528,,5793.00,0.95,,817.5340000,15.3140000,14.5760000
Kepler-1528,,5755.50,0.93,-0.072,817.5340000,15.3140000,14.5760000
Kepler-1528,,6040.00,1.00,,817.5340000,15.3140000,14.5760000
Kepler-1529,,5054.00,0.74,,661.0140000,16.7160000,15.2970000
Kepler-1529,,5057.00,0.70,,661.0140000,16.7160000,15.2970000
Kepler-1529,,5057.00,0.70,,661.0140000,16.7160000,15.2970000
Kepler-1529,,4891.00,1.07,,661.0140000,16.7160000,15.2970000
Kepler-1529,,5048.00,0.77,,661.0140000,16.7160000,15.2970000
Kepler-1529,,5057.00,0.70,,661.0140000,16.7160000,15.2970000
Kepler-1529,,4901.00,0.76,-0.520,661.0140000,16.7160000,15.2970000
Kepler-1529,,5057.00,0.70,,661.0140000,16.7160000,15.2970000
Kepler-1529,,,,,661.0140000,16.7160000,15.2970000
Kepler-1529,,5054.00,0.66,-0.588,661.0140000,16.7160000,15.2970000
Kepler-153,,5289.00,0.71,-0.446,459.3680000,15.6080000,14.3880000
Kepler-153,,,,,459.3680000,15.6080000,14.3880000
Kepler-153,,5416.00,0.91,,459.3680000,15.6080000,14.3880000
Kepler-153,,5402.00,0.86,,459.3680000,15.6080000,14.3880000
Kepler-153,,5402.00,0.86,,459.3680000,15.6080000,14.3880000
Kepler-153,,5416.00,0.91,,459.3680000,15.6080000,14.3880000
Kepler-153,,5402.00,0.86,,459.3680000,15.6080000,14.3880000
Kepler-153,,5249.00,0.81,,459.3680000,15.6080000,14.3880000
Kepler-153,,5402.00,0.86,,459.3680000,15.6080000,14.3880000
Kepler-153,,5402.00,0.86,,459.3680000,15.6080000,14.3880000
Kepler-153,,5402.00,0.86,,459.3680000,15.6080000,14.3880000
Kepler-153,,5249.00,0.81,,459.3680000,15.6080000,14.3880000
Kepler-153,,5259.00,0.80,,459.3680000,15.6080000,14.3880000
Kepler-153,,5402.00,0.86,,459.3680000,15.6080000,14.3880000
Kepler-153,,5249.00,1.00,,459.3680000,15.6080000,14.3880000
Kepler-153,,5402.00,0.86,,459.3680000,15.6080000,14.3880000
Kepler-153,,,,,459.3680000,15.6080000,14.3880000
Kepler-153,,5249.00,0.81,,459.3680000,15.6080000,14.3880000
Kepler-153,,5136.00,0.74,-0.461,459.3680000,15.6080000,14.3880000
Kepler-153,,5404.00,0.89,,459.3680000,15.6080000,14.3880000
Kepler-153,,5178.00,0.74,,459.3680000,15.6080000,14.3880000
Kepler-1530,,5477.00,0.88,,489.8760000,15.3970000,14.1500000
Kepler-1530,,5678.00,1.30,,489.8760000,15.3970000,14.1500000
Kepler-1530,,5325.00,0.81,-0.319,489.8760000,15.3970000,14.1500000
Kepler-1530,,5338.57,0.82,-0.311,489.8760000,15.3970000,14.1500000
Kepler-1530,,5371.00,0.81,,489.8760000,15.3970000,14.1500000
Kepler-1530,,,,,489.8760000,15.3970000,14.1500000
Kepler-1530,,5678.00,1.30,,489.8760000,15.3970000,14.1500000
Kepler-1530,,5678.00,1.30,,489.8760000,15.3970000,14.1500000
Kepler-1530,,5678.00,1.30,,489.8760000,15.3970000,14.1500000
Kepler-1530,,5678.00,1.30,,489.8760000,15.3970000,14.1500000
Kepler-1530,,,,,489.8760000,15.3970000,14.1500000
Kepler-1530,,5678.00,1.30,,489.8760000,15.3970000,14.1500000
Kepler-1530,,,,,489.8760000,15.3970000,14.1500000
Kepler-1530,,5678.00,1.30,,489.8760000,15.3970000,14.1500000
Kepler-1530,,5678.00,1.30,,489.8760000,15.3970000,14.1500000
Kepler-1530,,5457.00,1.35,,489.8760000,15.3970000,14.1500000
Kepler-1530,,5678.00,1.30,,489.8760000,15.3970000,14.1500000
Kepler-1530,,5678.00,1.30,,489.8760000,15.3970000,14.1500000
Kepler-1530,,5678.00,1.30,,489.8760000,15.3970000,14.1500000
Kepler-1530,,5678.00,1.30,,489.8760000,15.3970000,14.1500000
Kepler-1531,,6260.00,1.27,,666.3340000,13.7230000,13.2020000
Kepler-1531,,6520.00,1.71,,666.3340000,13.7230000,13.2020000
Kepler-1531,,6522.00,1.53,,666.3340000,13.7230000,13.2020000
Kepler-1531,,6522.00,1.53,,666.3340000,13.7230000,13.2020000
Kepler-1531,,,,,666.3340000,13.7230000,13.2020000
Kepler-1531,,6522.00,1.53,,666.3340000,13.7230000,13.2020000
Kepler-1531,,6216.00,1.22,0.304,666.3340000,13.7230000,13.2020000
Kepler-1531,,6276.67,1.14,0.260,666.3340000,13.7230000,13.2020000
Kepler-1531,,6219.00,1.63,,666.3340000,13.7230000,13.2020000
Kepler-1532,,5835.00,0.87,,798.2460000,15.8490000,15.2930000
Kepler-1532,,5397.00,0.90,-0.210,798.2460000,15.8490000,15.2930000
Kepler-1532,,5608.00,0.81,,798.2460000,15.8490000,15.2930000
Kepler-1532,,5733.00,0.86,-0.141,798.2460000,15.8490000,15.2930000
Kepler-1532,,5835.00,0.87,,798.2460000,15.8490000,15.2930000
Kepler-1532,,5845.00,0.87,,798.2460000,15.8490000,15.2930000
Kepler-1532,,5836.00,0.83,,798.2460000,15.8490000,15.2930000
Kepler-1532,,,,,798.2460000,15.8490000,15.2930000
Kepler-1532,,5559.00,0.88,,798.2460000,15.8490000,15.2930000
Kepler-1532,,5835.00,0.87,,798.2460000,15.8490000,15.2930000
Kepler-1533,,6320.00,1.76,,966.8010000,13.9840000,13.2890000
Kepler-1533,,6363.00,1.03,,966.8010000,13.9840000,13.2890000
Kepler-1533,,6363.00,1.03,,966.8010000,13.9840000,13.2890000
Kepler-1533,,6325.00,1.35,,966.8010000,13.9840000,13.2890000
Kepler-1533,,6431.00,1.51,,966.8010000,13.9840000,13.2890000
Kepler-1533,,6046.59,1.81,0.594,966.8010000,13.9840000,13.2890000
Kepler-1533,,6473.13,1.70,0.662,966.8010000,13.9840000,13.2890000
Kepler-1533,,6363.00,1.03,,966.8010000,13.9840000,13.2890000
Kepler-1533,,6155.00,0.93,,966.8010000,13.9840000,13.2890000
Kepler-1533,,,,,966.8010000,13.9840000,13.2890000
Kepler-1534,,,,,,,16.4290000
Kepler-1534,,5421.00,0.95,,,,16.4290000
Kepler-1534,,5638.00,0.88,,,,16.4290000
Kepler-1534,,5638.00,0.88,,,,16.4290000
Kepler-1534,,5638.00,0.88,,,,16.4290000
Kepler-1534,,5638.00,0.88,,,,16.4290000
Kepler-1534,,5638.00,0.88,,,,16.4290000
Kepler-1534,,5638.00,0.88,,,,16.4290000
Kepler-1534,,5638.00,0.88,,,,16.4290000
Kepler-1534,,,,,,,16.4290000
Kepler-1534,,5442.00,0.86,,,,16.4290000
Kepler-1534,,5095.63,,,,,16.4290000
Kepler-1535,,,,,897.7330000,15.2130000,14.3850000
Kepler-1535,,6014.00,1.14,,897.7330000,15.2130000,14.3850000
Kepler-1535,,6049.00,0.84,,897.7330000,15.2130000,14.3850000
Kepler-1535,,6014.00,1.11,,897.7330000,15.2130000,14.3850000
Kepler-1535,,6049.00,0.84,,897.7330000,15.2130000,14.3850000
Kepler-1535,,6021.00,1.11,,897.7330000,15.2130000,14.3850000
Kepler-1535,,6049.00,0.84,,897.7330000,15.2130000,14.3850000
Kepler-1535,,5772.00,1.16,0.129,897.7330000,15.2130000,14.3850000
Kepler-1535,,5786.00,0.86,,897.7330000,15.2130000,14.3850000
Kepler-1535,,5878.00,1.17,0.165,897.7330000,15.2130000,14.3850000
Kepler-1536,,4306.68,0.67,-0.853,387.2480000,17.0960000,15.4640000
Kepler-1536,,4386.00,0.63,,387.2480000,17.0960000,15.4640000
Kepler-1536,,4208.00,0.69,,387.2480000,17.0960000,15.4640000
Kepler-1536,,4434.00,0.67,,387.2480000,17.0960000,15.4640000
Kepler-1536,,,,,387.2480000,17.0960000,15.4640000
Kepler-1536,,4386.00,0.63,,387.2480000,17.0960000,15.4640000
Kepler-1536,,4386.00,0.63,,387.2480000,17.0960000,15.4640000
Kepler-1536,,4233.97,0.72,-0.822,387.2480000,17.0960000,15.4640000
Kepler-1536,,4377.00,0.65,,387.2480000,17.0960000,15.4640000
Kepler-1536,,4386.00,0.63,,387.2480000,17.0960000,15.4640000
Kepler-1537,,4997.00,0.82,-0.423,517.2920000,15.8460000,14.8270000
Kepler-1537,,5103.00,1.37,,517.2920000,15.8460000,14.8270000
Kepler-1537,,5305.00,1.45,,517.2920000,15.8460000,14.8270000
Kepler-1537,,5305.00,1.45,,517.2920000,15.8460000,14.8270000
Kepler-1537,,5305.00,1.45,,517.2920000,15.8460000,14.8270000
Kepler-1537,,,,,517.2920000,15.8460000,14.8270000
Kepler-1537,,5079.00,0.77,,517.2920000,15.8460000,14.8270000
Kepler-1537,,5287.00,0.78,,517.2920000,15.8460000,14.8270000
Kepler-1537,,5305.00,1.45,,517.2920000,15.8460000,14.8270000
Kepler-1537,,4934.50,0.81,-0.457,517.2920000,15.8460000,14.8270000
Kepler-1538,,5497.00,1.24,,1125.3000000,15.8480000,15.5510000
Kepler-1538,,6210.00,1.10,,1125.3000000,15.8480000,15.5510000
Kepler-1538,,5497.00,1.24,,1125.3000000,15.8480000,15.5510000
Kepler-1538,,5945.00,1.01,,1125.3000000,15.8480000,15.5510000
Kepler-1538,,,,,1125.3000000,15.8480000,15.5510000
Kepler-1538,,5757.00,0.91,-0.088,1125.3000000,15.8480000,15.5510000
Kepler-1538,,6210.00,1.10,,1125.3000000,15.8480000,15.5510000
Kepler-1538,,,,,1125.3000000,15.8480000,15.5510000
Kepler-1538,,6210.00,1.10,,1125.3000000,15.8480000,15.5510000
Kepler-1538,,5837.00,1.03,,1125.3000000,15.8480000,15.5510000
Kepler-1538,,5500.00,0.95,,1125.3000000,15.8480000,15.5510000
Kepler-1538,,6210.00,1.10,,1125.3000000,15.8480000,15.5510000
Kepler-1538,,6210.00,1.10,,1125.3000000,15.8480000,15.5510000
Kepler-1538,,5795.00,0.90,-0.085,1125.3000000,15.8480000,15.5510000
Kepler-1539,,5064.00,0.86,,748.3260000,16.6670000,15.4870000
Kepler-1539,,5269.00,0.80,,748.3260000,16.6670000,15.4870000
Kepler-1539,,4965.00,0.82,-0.438,748.3260000,16.6670000,15.4870000
Kepler-1539,,5108.00,0.87,,748.3260000,16.6670000,15.4870000
Kepler-1539,,,,,748.3260000,16.6670000,15.4870000
Kepler-1539,,5176.00,0.80,,748.3260000,16.6670000,15.4870000
Kepler-1539,,5269.00,0.80,,748.3260000,16.6670000,15.4870000
Kepler-1539,,5269.00,0.80,,748.3260000,16.6670000,15.4870000
Kepler-1539,,5053.00,0.78,,748.3260000,16.6670000,15.4870000
Kepler-1539,,5029.00,0.81,-0.426,748.3260000,16.6670000,15.4870000
Kepler-154,,5937.00,0.83,,915.2120000,15.1130000,14.6460000
Kepler-154,,5709.00,0.79,,915.2120000,15.1130000,14.6460000
Kepler-154,,5937.00,0.83,,915.2120000,15.1130000,14.6460000
Kepler-154,,5937.00,0.83,,915.2120000,15.1130000,14.6460000
Kepler-154,,5937.00,0.83,,915.2120000,15.1130000,14.6460000
Kepler-154,,5769.00,0.98,,915.2120000,15.1130000,14.6460000
Kepler-154,,5688.00,0.97,,915.2120000,15.1130000,14.6460000
Kepler-154,,5692.66,1.05,0.016,915.2120000,15.1130000,14.6460000
Kepler-154,,5688.00,0.97,,915.2120000,15.1130000,14.6460000
Kepler-154,,5688.00,0.97,,915.2120000,15.1130000,14.6460000
Kepler-154,,,,,915.2120000,15.1130000,14.6460000
Kepler-154,,5937.00,0.83,,915.2120000,15.1130000,14.6460000
Kepler-154,,5688.00,0.97,,915.2120000,15.1130000,14.6460000
Kepler-154,,5937.00,0.83,,915.2120000,15.1130000,14.6460000
Kepler-154,,,,,915.2120000,15.1130000,14.6460000
Kepler-154,,,,,915.2120000,15.1130000,14.6460000
Kepler-154,,5937.00,0.83,,915.2120000,15.1130000,14.6460000
Kepler-154,,5690.00,1.00,,915.2120000,15.1130000,14.6460000
Kepler-154,,5709.00,0.79,,915.2120000,15.1130000,14.6460000
Kepler-154,,5937.00,0.83,,915.2120000,15.1130000,14.6460000
Kepler-154,,5937.00,0.83,,915.2120000,15.1130000,14.6460000
Kepler-154,,5937.00,0.83,,915.2120000,15.1130000,14.6460000
Kepler-154,,5937.00,0.83,,915.2120000,15.1130000,14.6460000
Kepler-154,,,,,915.2120000,15.1130000,14.6460000
Kepler-154,,5709.00,0.79,,915.2120000,15.1130000,14.6460000
Kepler-154,,,,,915.2120000,15.1130000,14.6460000
Kepler-154,,5987.00,0.93,,915.2120000,15.1130000,14.6460000
Kepler-154,,5937.00,0.83,,915.2120000,15.1130000,14.6460000
Kepler-154,,5937.00,0.83,,915.2120000,15.1130000,14.6460000
Kepler-154,,5937.00,0.83,,915.2120000,15.1130000,14.6460000
Kepler-154,,5709.00,0.78,,915.2120000,15.1130000,14.6460000
Kepler-154,,5740.00,1.05,0.033,915.2120000,15.1130000,14.6460000
Kepler-154,,5688.00,0.97,,915.2120000,15.1130000,14.6460000
Kepler-154,,5666.00,1.07,,915.2120000,15.1130000,14.6460000
Kepler-154,,,,,915.2120000,15.1130000,14.6460000
Kepler-154,,5937.00,0.83,,915.2120000,15.1130000,14.6460000
Kepler-154,,5937.00,0.83,,915.2120000,15.1130000,14.6460000
Kepler-154,,5987.00,0.93,,915.2120000,15.1130000,14.6460000
Kepler-154,,5937.00,0.83,,915.2120000,15.1130000,14.6460000
Kepler-1540,,4540.00,0.69,,244.9600000,15.8090000,14.4290000
Kepler-1540,,4366.00,0.64,,244.9600000,15.8090000,14.4290000
Kepler-1540 B,,3293.00,0.31,-2.003,258.8400000,,
Kepler-1540,,4625.00,0.64,,244.9600000,15.8090000,14.4290000
Kepler-1540,,4224.00,0.66,,244.9600000,15.8090000,14.4290000
Kepler-1540,,4326.33,0.68,-0.835,244.9600000,15.8090000,14.4290000
Kepler-1540,,4366.00,0.64,,244.9600000,15.8090000,14.4290000
Kepler-1540,,4323.00,0.70,-0.818,244.9600000,15.8090000,14.4290000
Kepler-1540,,4641.00,0.75,,244.9600000,15.8090000,14.4290000
Kepler-1540,,4366.00,0.64,,244.9600000,15.8090000,14.4290000
Kepler-1540,,,,,244.9600000,15.8090000,14.4290000
Kepler-1541,,5365.00,1.53,,416.6920000,15.3480000,13.9440000
Kepler-1541,,5282.00,0.81,,416.6920000,15.3480000,13.9440000
Kepler-1541,,5133.21,0.83,-0.363,416.6920000,15.3480000,13.9440000
Kepler-1541,,5179.00,1.39,,416.6920000,15.3480000,13.9440000
Kepler-1541,,5365.00,1.53,,416.6920000,15.3480000,13.9440000
Kepler-1541,,5301.74,0.80,-0.336,416.6920000,15.3480000,13.9440000
Kepler-1541,,5365.00,1.53,,416.6920000,15.3480000,13.9440000
Kepler-1541,,,,,416.6920000,15.3480000,13.9440000
Kepler-1541,,5365.00,1.53,,416.6920000,15.3480000,13.9440000
Kepler-1541,,5210.00,0.83,,416.6920000,15.3480000,13.9440000
Kepler-1542,,5574.00,1.06,,399.1140000,13.2610000,12.7340000
Kepler-1542,,5731.00,1.19,,399.1140000,13.2610000,12.7340000
Kepler-1542,,5574.00,1.06,,399.1140000,13.2610000,12.7340000
Kepler-1542,,5574.00,1.06,,399.1140000,13.2610000,12.7340000
Kepler-1542,,5731.00,1.19,,399.1140000,13.2610000,12.7340000
Kepler-1542,,5731.00,1.19,,399.1140000,13.2610000,12.7340000
Kepler-1542,,,,,399.1140000,13.2610000,12.7340000
Kepler-1542,,5574.00,1.06,,399.1140000,13.2610000,12.7340000
Kepler-1542,,5731.00,1.19,,399.1140000,13.2610000,12.7340000
Kepler-1542,,5611.29,1.15,0.070,399.1140000,13.2610000,12.7340000
Kepler-1542,,5731.00,1.19,,399.1140000,13.2610000,12.7340000
Kepler-1542,,5731.00,1.19,,399.1140000,13.2610000,12.7340000
Kepler-1542,,5731.00,1.19,,399.1140000,13.2610000,12.7340000
Kepler-1542,,5545.00,1.18,,399.1140000,13.2610000,12.7340000
Kepler-1542,,5500.00,1.33,,399.1140000,13.2610000,12.7340000
Kepler-1542,,5440.33,1.21,0.061,399.1140000,13.2610000,12.7340000
Kepler-1542,,,,,399.1140000,13.2610000,12.7340000
Kepler-1542,,5731.00,1.19,,399.1140000,13.2610000,12.7340000
Kepler-1542,,5731.00,1.19,,399.1140000,13.2610000,12.7340000
Kepler-1542,,,,,399.1140000,13.2610000,12.7340000
Kepler-1542,,5574.00,1.06,,399.1140000,13.2610000,12.7340000
Kepler-1542,,,,,399.1140000,13.2610000,12.7340000
Kepler-1542,,5731.00,1.19,,399.1140000,13.2610000,12.7340000
Kepler-1542,,5574.00,1.06,,399.1140000,13.2610000,12.7340000
Kepler-1542,,5564.00,0.99,,399.1140000,13.2610000,12.7340000
Kepler-1542,,,,,399.1140000,13.2610000,12.7340000
Kepler-1543,,6602.00,1.40,,921.7840000,14.0040000,13.4950000
Kepler-1543,,6602.00,1.40,,921.7840000,14.0040000,13.4950000
Kepler-1543,,6561.00,1.65,,921.7840000,14.0040000,13.4950000
Kepler-1543,,,,,921.7840000,14.0040000,13.4950000
Kepler-1543,,6312.00,1.41,,921.7840000,14.0040000,13.4950000
Kepler-1543,,5959.00,,,921.7840000,14.0040000,13.4950000
Kepler-1543,,6303.00,3.53,,921.7840000,14.0040000,13.4950000
Kepler-1543,,6303.00,3.53,,921.7840000,14.0040000,13.4950000
Kepler-1543,,6602.00,1.40,,921.7840000,14.0040000,13.4950000
Kepler-1543,,6355.00,0.83,,921.7840000,14.0040000,13.4950000
Kepler-1543,,6355.75,1.38,0.448,921.7840000,14.0040000,13.4950000
Kepler-1543,,6602.00,1.40,,921.7840000,14.0040000,13.4950000
Kepler-1543,,,,,921.7840000,14.0040000,13.4950000
Kepler-1543,,6620.14,1.33,0.487,921.7840000,14.0040000,13.4950000
Kepler-1543,,6602.00,1.40,,921.7840000,14.0040000,13.4950000
Kepler-1544,,4893.00,0.76,,335.0900000,15.4910000,14.2870000
Kepler-1544,,4893.00,0.76,,335.0900000,15.4910000,14.2870000
Kepler-1544,,4787.00,0.75,-0.574,335.0900000,15.4910000,14.2870000
Kepler-1544,,4719.00,1.31,,335.0900000,15.4910000,14.2870000
Kepler-1544,,4852.00,0.71,,335.0900000,15.4910000,14.2870000
Kepler-1544,,4886.00,0.74,,335.0900000,15.4910000,14.2870000
Kepler-1544,,4937.45,0.66,-0.636,335.0900000,15.4910000,14.2870000
Kepler-1544,,,,,335.0900000,15.4910000,14.2870000
Kepler-1544,,4893.00,0.76,,335.0900000,15.4910000,14.2870000
Kepler-1544,,4798.00,0.71,,335.0900000,15.4910000,14.2870000
Kepler-1544,,4820.00,0.71,-0.606,335.0900000,15.4910000,14.2870000
Kepler-1545,,4946.73,0.91,-0.349,729.9640000,15.9960000,15.2560000
Kepler-1545,,5334.00,0.80,,729.9640000,15.9960000,15.2560000
Kepler-1545,,5201.00,0.80,,729.9640000,15.9960000,15.2560000
Kepler-1545,,,,,729.9640000,15.9960000,15.2560000
Kepler-1545,,5112.80,0.93,-0.277,729.9640000,15.9960000,15.2560000
Kepler-1545,,4986.00,0.87,,729.9640000,15.9960000,15.2560000
Kepler-1545,,4999.00,0.84,,729.9640000,15.9960000,15.2560000
Kepler-1545,,5144.00,0.75,,729.9640000,15.9960000,15.2560000
Kepler-1545,,5334.00,0.80,,729.9640000,15.9960000,15.2560000
Kepler-1545,,5334.00,0.80,,729.9640000,15.9960000,15.2560000
Kepler-1546,,5570.00,0.89,,931.9560000,16.5600000,15.5960000
Kepler-1546,,5569.00,1.02,,931.9560000,16.5600000,15.5960000
Kepler-1546,,5569.00,1.02,,931.9560000,16.5600000,15.5960000
Kepler-1546,,5724.00,0.88,-0.130,931.9560000,16.5600000,15.5960000
Kepler-1546,,5569.00,1.02,,931.9560000,16.5600000,15.5960000
Kepler-1546,,5569.00,1.02,,931.9560000,16.5600000,15.5960000
Kepler-1546,,,,,931.9560000,16.5600000,15.5960000
Kepler-1546,,5623.00,0.93,,931.9560000,16.5600000,15.5960000
Kepler-1546,,5032.88,0.96,-0.274,931.9560000,16.5600000,15.5960000
Kepler-1546,,5359.00,1.09,,931.9560000,16.5600000,15.5960000
Kepler-1547,,6078.00,1.18,,674.6950000,14.0580000,13.4640000
Kepler-1547,,6105.00,2.30,,674.6950000,14.0580000,13.4640000
Kepler-1547,,5812.86,1.27,0.222,674.6950000,14.0580000,13.4640000
Kepler-1547,,6103.00,1.02,,674.6950000,14.0580000,13.4640000
Kepler-1547,,5855.00,1.08,,674.6950000,14.0580000,13.4640000
Kepler-1547,,6103.00,1.02,,674.6950000,14.0580000,13.4640000
Kepler-1547,,5786.00,1.23,0.184,674.6950000,14.0580000,13.4640000
Kepler-1547,,,,,674.6950000,14.0580000,13.4640000
Kepler-1547,,5840.00,1.23,,674.6950000,14.0580000,13.4640000
Kepler-1547,,6103.00,1.02,,674.6950000,14.0580000,13.4640000
Kepler-1548,,5835.00,0.85,,872.2790000,16.2390000,15.3240000
Kepler-1548,,5331.00,0.76,,872.2790000,16.2390000,15.3240000
Kepler-1548,,5446.00,0.79,-0.311,872.2790000,16.2390000,15.3240000
Kepler-1548,,5835.00,0.85,,872.2790000,16.2390000,15.3240000
Kepler-1548,,,,,872.2790000,16.2390000,15.3240000
Kepler-1548,,5706.00,0.97,,872.2790000,16.2390000,15.3240000
Kepler-1548,,5602.00,0.75,-0.307,872.2790000,16.2390000,15.3240000
Kepler-1548,,5612.00,0.61,,872.2790000,16.2390000,15.3240000
Kepler-1548,,5349.00,1.03,,872.2790000,16.2390000,15.3240000
Kepler-1548,,5835.00,0.85,,872.2790000,16.2390000,15.3240000
Kepler-1549,,5375.00,0.88,,803.0520000,16.1570000,15.3530000
Kepler-1549,,5323.00,0.99,,803.0520000,16.1570000,15.3530000
Kepler-1549,,,,,803.0520000,16.1570000,15.3530000
Kepler-1549,,,,,803.0520000,16.1570000,15.3530000
Kepler-1549,,,,,803.0520000,16.1570000,15.3530000
Kepler-1549,,5320.00,0.86,,803.0520000,16.1570000,15.3530000
Kepler-1549,,5375.00,0.88,,803.0520000,16.1570000,15.3530000
Kepler-1549,,5375.00,0.88,,803.0520000,16.1570000,15.3530000
Kepler-1549,,5323.00,0.99,,803.0520000,16.1570000,15.3530000
Kepler-1549,,5324.00,0.84,,803.0520000,16.1570000,15.3530000
Kepler-1549,,5149.00,0.92,-0.273,803.0520000,16.1570000,15.3530000
Kepler-1549,,4961.67,0.94,-0.312,803.0520000,16.1570000,15.3530000
Kepler-1549,,5179.00,0.87,,803.0520000,16.1570000,15.3530000
Kepler-1549,,5375.00,0.88,,803.0520000,16.1570000,15.3530000
Kepler-1549,,5375.00,0.88,,803.0520000,16.1570000,15.3530000
Kepler-155,,4057.00,0.53,-1.210,293.4990000,15.7570000,14.6540000
Kepler-155,,3985.00,0.54,,293.4990000,15.7570000,14.6540000
Kepler-155,,3985.00,0.54,,293.4990000,15.7570000,14.6540000
Kepler-155,,4550.00,0.68,,293.4990000,15.7570000,14.6540000
Kepler-155,,3985.00,0.54,,293.4990000,15.7570000,14.6540000
Kepler-155,,4424.03,0.71,-0.759,293.4990000,15.7570000,14.6540000
Kepler-155,M0 V,3985.00,0.54,,293.4990000,15.7570000,14.6540000
Kepler-155,,4508.00,0.62,,293.4990000,15.7570000,14.6540000
Kepler-155,,3984.00,0.54,,293.4990000,15.7570000,14.6540000
Kepler-155,,3985.00,0.54,,293.4990000,15.7570000,14.6540000
Kepler-155,,4526.00,0.61,,293.4990000,15.7570000,14.6540000
Kepler-155,,4351.00,0.56,,293.4990000,15.7570000,14.6540000
Kepler-155,,4351.00,0.56,,293.4990000,15.7570000,14.6540000
Kepler-155,,3985.00,0.54,,293.4990000,15.7570000,14.6540000
