# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Jun 17 22:12:28 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag > 0
# CONSTRAINT:  and disc_facility like '%Kepler%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_masseerr1:   Planet Mass [Earth Mass] Upper Unc.
# COLUMN pl_masseerr2:   Planet Mass [Earth Mass] Lower Unc.
# COLUMN pl_massj:       Planet Mass [Jupiter Mass]
# COLUMN pl_massjerr1:   Planet Mass [Jupiter Mass] Upper Unc.
# COLUMN pl_massjerr2:   Planet Mass [Jupiter Mass] Lower Unc.
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN pl_ratdorerr1:  Ratio of Semi-Major Axis to Stellar Radius Upper Unc.
# COLUMN pl_ratdorerr2:  Ratio of Semi-Major Axis to Stellar Radius Lower Unc.
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN pl_ratrorerr1:  Ratio of Planet to Stellar Radius Upper Unc.
# COLUMN pl_ratrorerr2:  Ratio of Planet to Stellar Radius Lower Unc.
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_denserr1:    Stellar Density Upper Unc. [g/cm**3]
# COLUMN st_denserr2:    Stellar Density Lower Unc. [g/cm**3]
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_vsinerr1:    Stellar Rotational Velocity [km/s] Upper Unc.
# COLUMN st_vsinerr2:    Stellar Rotational Velocity [km/s] Lower Unc.
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_rotperr1:    Stellar Rotational Period [days] Upper Unc.
# COLUMN st_rotperr2:    Stellar Rotational Period [days] Lower Unc.
# COLUMN st_radv:        Systemic Radial Velocity [km/s]
# COLUMN st_radverr1:    Systemic Radial Velocity Upper Unc. [km/s]
# COLUMN st_radverr2:    Systemic Radial Velocity Lower Unc. [km/s]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_bmagerr1:    B (Johnson) Magnitude Upper Unc
# COLUMN sy_bmagerr2:    B (Johnson) Magnitude Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_masse,pl_masseerr1,pl_masseerr2,pl_massj,pl_massjerr1,pl_massjerr2,pl_dens,pl_denserr1,pl_denserr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_insol,pl_insolerr1,pl_insolerr2,pl_eqt,pl_eqterr1,pl_eqterr2,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_rad,st_raderr1,st_raderr2,st_mass,st_masserr1,st_masserr2,st_met,st_meterr1,st_meterr2,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_logg,st_loggerr1,st_loggerr2,st_age,st_ageerr1,st_ageerr2,st_dens,st_denserr1,st_denserr2,st_vsin,st_vsinerr1,st_vsinerr2,st_rotp,st_rotperr1,st_rotperr2,st_radv,st_radverr1,st_radverr2,sy_dist,sy_disterr1,sy_disterr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2
Kepler-734 b,Kepler-734,1,1,1,Transit,2016,Kepler,6.10485286,0.00000289,-0.00000289,,,,3.560,0.140,-0.130,0.318,0.012,-0.012,,,,,,,,,,,,,,,,,,,,,,0.04224,0.00030,-0.00014,,5326.00,51.69,-44.60,0.78,0.03,-0.03,0.85,0.03,-0.04,-0.170,0.110,-0.110,[Fe/H],,,,4.59,0.02,-0.02,2.340,2.080,-1.030,,,,,,,,,,,,,1157.2100000,26.0100000,-24.9200000,15.5340000,0.0140000,-0.0140000,14.4690000,0.1490000,-0.1490000
Kepler-735 b,Kepler-735,1,1,1,Transit,2016,Kepler,11.51516988,0.00001516,-0.00001516,,,,2.950,0.160,-0.120,0.263,0.014,-0.011,,,,,,,,,,,,,,,,,,,,,,0.03398,0.00083,-0.00081,,5107.00,42.91,-45.51,0.80,0.04,-0.03,0.85,0.03,-0.04,0.070,0.144,-0.153,[Fe/H],,,,4.57,0.02,-0.05,4.370,6.100,-2.570,,,,,,,,,,,,,695.0590000,14.4590000,-13.8920000,16.4890000,0.0680000,-0.0680000,15.4920000,0.1600000,-0.1600000
Kepler-736 b,Kepler-736,1,1,1,Transit,2016,Kepler,3.60147201,0.00000543,-0.00000543,,,,2.930,0.170,-0.530,0.261,0.015,-0.047,,,,,,,,,,,,,,,,,,,,,,0.03281,0.00043,-0.00571,,5217.00,50.31,-50.86,0.81,0.05,-0.04,0.86,0.04,-0.05,0.030,0.174,-0.184,[Fe/H],,,,4.56,0.03,-0.06,4.270,5.830,-2.560,,,,,,,,,,,,,1005.4300000,33.9000000,-31.7860000,17.0000000,0.0690000,-0.0690000,15.8090000,0.1150000,-0.1150000
Kepler-737 b,Kepler-737,1,1,1,Transit,2016,Kepler,28.59915399,0.00005673,-0.00005673,,,,1.960,0.110,-0.110,0.175,0.010,-0.010,,,,,,,,,,,,,,,,,,,,,,0.03745,0.00060,-0.00075,,3813.00,40.13,-38.49,0.48,0.03,-0.02,0.51,0.03,-0.03,-0.240,0.087,-0.081,[Fe/H],,,,4.77,0.02,-0.02,3.890,5.680,-2.200,,,,,,,,,,,,,205.1180000,1.1585000,-1.1585000,17.8610000,0.1620000,-0.1620000,15.9710000,0.3320000,-0.3320000
Kepler-738 b,Kepler-738,1,1,1,Transit,2016,Kepler,24.58721573,0.00008802,-0.00008802,,,,2.500,0.200,-0.170,0.223,0.018,-0.015,,,,,,,,,,,,,,,,,,,,,,0.02823,0.00098,-0.00066,,5327.00,66.34,-61.93,0.82,0.06,-0.05,0.86,0.04,-0.05,-0.090,0.146,-0.172,[Fe/H],,,,4.55,0.04,-0.07,4.570,6.050,-2.920,,,,,,,,,,,,,1113.6500000,37.5050000,-37.5050000,16.6590000,0.0390000,-0.0390000,15.7930000,0.2400000,-0.2400000
Kepler-739 b,Kepler-739,1,1,1,Transit,2016,Kepler,12.53248465,0.00002295,-0.00002295,,,,3.320,0.490,-0.290,0.296,0.044,-0.026,,,,,,,,,,,,,,,,,,,,,,0.03416,0.00256,-0.00148,,5601.00,89.95,-87.84,0.90,0.11,-0.07,0.93,0.05,-0.06,-0.080,0.159,-0.190,[Fe/H],,,,4.51,0.05,-0.11,4.270,5.110,-2.600,,,,,,,,,,,,,1370.6500000,51.1100000,-47.6300000,16.3920000,0.0660000,-0.0660000,15.7110000,0.1830000,-0.1830000
Kepler-74 b,Kepler-74,1,1,1,Transit,2013,Kepler,7.34071100,0.00000600,-0.00000600,0.078100,0.000700,-0.000700,10.760,0.220,-0.220,0.960,0.020,-0.020,200.22000,38.14000,-38.14000,0.63000,0.12000,-0.12000,0.88000,0.18000,-0.18000,0.000000,,,,,,1078,19,-19,15.470000,0.180000,-0.180000,0.09120,0.00090,-0.00090,F8 V,6000.00,100.00,-100.00,1.12,0.04,-0.04,1.18,0.04,-0.04,0.420,0.110,-0.110,[Fe/H],,,,4.44,0.01,-0.01,0.800,0.900,-0.500,1.3000,0.0500,-0.0400,5.0000,1.0000,-1.0000,,,,19.37,0.01,-0.01,1177.5500000,28.4850000,-28.4850000,15.2510000,0.0380000,-0.0380000,14.4870000,0.0920000,-0.0920000
Kepler-740 b,Kepler-740,1,1,1,Transit,2016,Kepler,3.58410122,0.00000199,-0.00000199,,,,4.570,0.530,-0.270,0.408,0.047,-0.024,,,,,,,,,,,,,,,,,,,,,,0.04833,0.00079,-0.00027,,5438.00,62.55,-80.55,0.87,0.10,-0.05,0.91,0.04,-0.04,0.030,0.135,-0.163,[Fe/H],,,,4.52,0.04,-0.11,4.790,6.590,-3.010,,,,,,,,,,,,,1442.0200000,66.9350000,-66.9350000,16.9530000,0.0700000,-0.0700000,16.0220000,0.1830000,-0.1830000
Kepler-741 b,Kepler-741,1,1,1,Transit,2016,Kepler,7.03902374,0.00001488,-0.00001488,,,,2.970,1.010,-0.350,0.265,0.090,-0.031,,,,,,,,,,,,,,,,,,,,,,0.02203,0.00052,-0.00020,,6129.00,80.64,-111.81,1.24,0.42,-0.15,1.16,0.13,-0.08,0.070,0.137,-0.135,[Fe/H],,,,4.31,0.09,-0.21,3.160,1.060,-1.400,,,,,,,,,,,,,1661.8700000,77.7600000,-71.2400000,16.1160000,0.0680000,-0.0680000,15.1860000,0.0800000,-0.0800000
Kepler-742 b,Kepler-742,1,1,1,Transit,2016,Kepler,8.36086824,0.00000631,-0.00000631,,,,3.240,0.110,-0.170,0.289,0.010,-0.015,,,,,,,,,,,,,,,,,,,,,,0.04212,0.00036,-0.00151,,4642.00,41.76,-44.03,0.71,0.02,-0.03,0.76,0.03,-0.04,0.070,0.157,-0.183,[Fe/H],,,,4.62,0.01,-0.03,2.570,5.580,-1.100,,,,,,,,,,,,,489.2530000,6.3250000,-6.1680000,16.8210000,0.0650000,-0.0650000,15.3570000,0.1030000,-0.1030000
Kepler-743 b,Kepler-743,1,2,1,Transit,2016,Kepler,3.17926292,0.00000252,-0.00000252,,,,1.210,0.030,-0.050,0.108,0.003,-0.004,,,,,,,,,,,,,,,,,,,,,,0.01320,0.00021,-0.00040,,5486.00,77.47,-78.82,0.85,0.02,-0.02,0.94,0.03,-0.03,0.010,0.093,-0.095,[Fe/H],,,,4.55,0.01,-0.01,1.860,1.150,-0.594,,,,,,,,,,,,,278.9870000,2.0870000,-2.0560000,13.3710000,0.0820000,-0.0820000,12.6600000,0.0460000,-0.0460000
Kepler-744 b,Kepler-744,1,1,1,Transit,2016,Kepler,12.06222443,0.00002649,-0.00002649,,,,1.620,0.120,-0.090,0.145,0.011,-0.008,,,,,,,,,,,,,,,,,,,,,,0.01610,0.00042,-0.00044,,5594.00,84.04,-77.39,0.93,0.06,-0.05,0.94,0.04,-0.04,0.000,0.103,-0.106,[Fe/H],,,,4.48,0.05,-0.07,5.130,3.600,-2.910,,,,,,,,,,,,,449.9640000,4.7680000,-4.7680000,14.4290000,0.0360000,-0.0360000,13.7180000,0.0690000,-0.0690000
Kepler-745 b,Kepler-745,1,1,1,Transit,2016,Kepler,9.93143556,0.00005945,-0.00005945,,,,2.160,0.580,-0.220,0.193,0.052,-0.020,,,,,,,,,,,,,,,,,,,,,,0.01922,0.00072,-0.00050,,5849.00,106.52,-158.12,1.04,0.28,-0.10,1.04,0.07,-0.07,0.060,0.132,-0.158,[Fe/H],,,,4.42,0.07,-0.19,4.070,2.720,-2.300,,,,,,,,,,,,,1780.3800000,77.4450000,-77.4450000,15.5120000,0.0670000,-0.0670000,15.4270000,0.0800000,-0.0800000
Kepler-746 b,Kepler-746,1,1,1,Transit,2016,Kepler,3.48159251,0.00001115,-0.00001115,,,,1.110,0.130,-0.090,0.099,0.012,-0.008,,,,,,,,,,,,,,,,,,,,,,0.01084,0.00044,-0.00044,,5418.00,87.09,-89.83,0.93,0.10,-0.07,0.91,0.04,-0.03,0.090,0.096,-0.093,[Fe/H],,,,4.46,0.08,-0.09,8.710,4.140,-5.820,,,,,,,,,,,,,,,,15.3780000,0.0660000,-0.0660000,13.7850000,0.1030000,-0.1030000
Kepler-747 b,Kepler-747,1,1,1,Transit,2016,Kepler,35.61760587,0.00005345,-0.00005345,,,,5.270,0.290,-0.280,0.470,0.026,-0.025,,,,,,,,,,,,,,,,,,,,,,0.06180,0.00054,-0.00029,,5096.00,70.39,-92.77,0.78,0.04,-0.04,0.82,0.04,-0.05,-0.030,0.166,-0.168,[Fe/H],,,,4.58,0.03,-0.05,4.790,6.380,-2.910,,,,,,,,,,,,,3347.1600000,430.7400000,-346.3500000,15.4650000,0.0680000,-0.0680000,15.5950000,0.1500000,-0.1500000
Kepler-748 b,Kepler-748,1,1,1,Transit,2016,Kepler,7.40742793,0.00003434,-0.00003434,,,,2.520,0.650,-0.290,0.225,0.058,-0.026,,,,,,,,,,,,,,,,,,,,,,0.02121,0.00076,-0.00061,,5934.00,95.16,-141.93,1.10,0.28,-0.12,1.07,0.09,-0.07,0.080,0.142,-0.165,[Fe/H],,,,4.38,0.09,-0.17,3.720,1.990,-2.000,,,,,,,,,,,,,1705.9900000,78.5850000,-78.5850000,15.8750000,0.0680000,-0.0680000,15.3700000,0.1950000,-0.1950000
Kepler-749 b,Kepler-749,1,1,1,Transit,2016,Kepler,17.31716585,0.00004602,-0.00004602,,,,3.100,0.230,-0.260,0.277,0.021,-0.023,,,,,,,,,,,,,,,,,,,,,,0.03837,0.00030,-0.00156,,5009.00,218.03,-165.40,0.75,0.06,-0.06,0.79,0.06,-0.05,-0.110,0.167,-0.190,[Fe/H],,,,4.59,0.03,-0.05,4.570,5.920,-2.810,,,,,,,,,,,,,721.0270000,23.3115000,-23.3115000,17.4060000,0.0670000,-0.0670000,16.1530000,0.2170000,-0.2170000
Kepler-75 b,Kepler-75,1,1,1,Transit,2013,Kepler,8.88491160,0.00000340,-0.00000340,0.081800,0.001200,-0.001200,11.770,0.340,-0.340,1.050,0.030,-0.030,3209.90000,127.10000,-127.10000,10.10000,0.40000,-0.40000,11.00000,0.80000,-0.90000,0.570000,0.010000,-0.010000,,,,767,16,-16,19.770000,0.380000,-0.450000,0.12120,0.00090,-0.00070,K0 V,5200.00,100.00,-100.00,0.89,0.02,-0.02,0.91,0.04,-0.04,0.300,0.120,-0.120,[Fe/H],,,,4.50,0.02,-0.02,6.200,3.500,-2.800,1.8500,0.1100,-0.1200,3.5000,1.5000,-1.5000,,,,-64.18,0.06,-0.06,835.3560000,18.7610000,-17.9680000,16.2370000,0.0540000,-0.0540000,15.4140000,0.0460000,-0.0460000
Kepler-750 b,Kepler-750,1,1,2,Transit,2016,Kepler,9.42887179,0.00002438,-0.00002438,,,,3.070,1.060,-0.400,0.274,0.095,-0.036,,,,,,,,,,,,,,,,,,,,,,0.02314,0.00055,-0.00030,,6160.00,90.96,-121.55,1.23,0.42,-0.16,1.15,0.14,-0.08,0.030,0.130,-0.161,[Fe/H],,,,4.32,0.10,-0.20,3.090,1.100,-1.360,,,,,,,,,,,,,1296.0200000,33.6450000,-33.6450000,15.2840000,0.0390000,-0.0390000,14.6340000,0.0920000,-0.0920000
Kepler-750 c,Kepler-750,1,1,2,Transit,2016,Kepler,4.08899022,0.00001934,-0.00001934,,,,1.620,0.650,-0.220,0.145,0.058,-0.020,,,,,,,,,,,,,,,,,,,,,,0.01236,0.00045,-0.00049,,6160.00,90.96,-121.55,1.23,0.42,-0.16,1.15,0.14,-0.08,0.030,0.130,-0.161,[Fe/H],,,,4.32,0.10,-0.20,3.090,1.100,-1.360,,,,,,,,,,,,,1296.0200000,33.6450000,-33.6450000,15.2840000,0.0390000,-0.0390000,14.6340000,0.0920000,-0.0920000
Kepler-751 b,Kepler-751,1,1,1,Transit,2016,Kepler,17.44490636,0.00004200,-0.00004200,,,,2.460,0.230,-0.180,0.219,0.021,-0.016,,,,,,,,,,,,,,,,,,,,,,0.02661,0.00055,-0.00057,,5387.00,131.81,-138.29,0.84,0.08,-0.06,0.87,0.05,-0.06,-0.060,0.156,-0.183,[Fe/H],,,,4.54,0.04,-0.08,4.470,6.100,-2.780,,,,,,,,,,,,,760.4300000,13.9800000,-13.4930000,15.9410000,0.0670000,-0.0670000,15.2110000,0.1140000,-0.1140000
Kepler-752 b,Kepler-752,1,1,1,Transit,2016,Kepler,18.82747265,0.00008811,-0.00008811,,,,2.810,0.260,-0.210,0.251,0.023,-0.019,,,,,,,,,,,,,,,,,,,,,,0.03109,0.00096,-0.00092,,5373.00,161.73,-107.25,0.83,0.07,-0.06,0.87,0.05,-0.06,-0.080,0.164,-0.174,[Fe/H],,,,4.54,0.04,-0.08,4.070,5.970,-2.410,,,,,,,,,,,,,1232.2900000,49.9100000,-46.2400000,16.6220000,0.0690000,-0.0690000,15.8640000,0.1720000,-0.1720000
Kepler-753 b,Kepler-753,1,1,1,Transit,2016,Kepler,5.74772501,0.00000838,-0.00000838,,,,1.910,0.250,-0.090,0.170,0.022,-0.008,,,,,,,,,,,,,,,,,,,,,,0.02670,0.00347,-0.00090,,4346.00,51.36,-39.68,0.65,0.02,-0.02,0.68,0.03,-0.03,-0.030,0.120,-0.093,[Fe/H],,,,4.65,0.01,-0.02,3.630,5.570,-2.020,,,,,,,,,,,,,274.7670000,1.7530000,-1.7310000,17.2170000,0.1670000,-0.1670000,14.8910000,0.1140000,-0.1140000
Kepler-754 b,Kepler-754,1,1,1,Transit,2016,Kepler,14.55962370,0.00020130,-0.00020130,,,,2.010,0.480,-0.260,0.179,0.043,-0.023,,,,,,,,,,,,,,,,,,,,,,0.01670,0.00036,-0.00120,,5935.00,126.07,-181.97,1.08,0.26,-0.12,1.06,0.08,-0.08,0.050,0.130,-0.161,[Fe/H],,,,4.39,0.09,-0.16,3.800,2.280,-2.080,,,,,,,,,,,,,1770.2700000,84.7350000,-84.7350000,15.8940000,0.0660000,-0.0660000,15.3520000,0.2060000,-0.2060000
Kepler-755 b,Kepler-755,1,2,2,Transit,2016,Kepler,1.26909037,0.00000100,-0.00000100,,,,1.760,0.060,-0.310,0.157,0.005,-0.028,,,,,,,,,,,,,,,,,,,,,,0.02119,0.00028,-0.00363,,5043.00,89.62,-83.54,0.77,0.02,-0.02,0.82,0.03,-0.04,-0.010,0.100,-0.108,[Fe/H],,,,4.58,0.02,-0.02,4.900,3.540,-2.530,,,,,,,,,,,,,399.0340000,2.6725000,-2.6725000,15.2780000,0.0000000,0.0000000,14.2770000,0.1490000,-0.1490000
Kepler-755 c,Kepler-755,1,2,2,Transit,2016,Kepler,2.85313364,0.00000412,-0.00000412,,,,1.260,0.050,-0.050,0.112,0.004,-0.004,,,,,,,,,,,,,,,,,,,,,,0.01534,0.00043,-0.00038,,5043.00,89.62,-83.54,0.77,0.02,-0.02,0.82,0.03,-0.04,-0.010,0.100,-0.108,[Fe/H],,,,4.58,0.02,-0.02,4.900,3.540,-2.530,,,,,,,,,,,,,399.0340000,2.6725000,-2.6725000,15.2780000,0.0000000,0.0000000,14.2770000,0.1490000,-0.1490000
Kepler-756 b,Kepler-756,1,1,1,Transit,2016,Kepler,1.22486632,0.00000384,-0.00000384,,,,1.120,0.090,-0.100,0.100,0.008,-0.009,,,,,,,,,,,,,,,,,,,,,,0.01319,0.00057,-0.00040,,5282.00,97.87,-62.48,0.79,0.06,-0.07,0.82,0.06,-0.06,-0.190,0.180,-0.211,[Fe/H],,,,4.57,0.05,-0.06,4.470,6.320,-2.830,,,,,,,,,,,,,,,,16.3290000,0.0680000,-0.0680000,15.9860000,0.0130000,-0.0130000
Kepler-757 b,Kepler-757,1,1,1,Transit,2016,Kepler,1.02267882,0.00000244,-0.00000244,,,,1.360,0.460,-0.220,0.121,0.041,-0.020,,,,,,,,,,,,,,,,,,,,,,0.01078,0.00055,-0.00033,,6014.00,221.13,-288.93,1.13,0.38,-0.18,1.08,0.14,-0.11,0.020,0.129,-0.164,[Fe/H],,,,4.37,0.12,-0.20,3.310,2.210,-1.570,,,,,,,,,,,,,1068.6800000,36.7000000,-34.3900000,15.9290000,0.0600000,-0.0600000,15.0660000,0.1600000,-0.1600000
Kepler-758 b,Kepler-758,1,1,4,Transit,2016,Kepler,12.10971040,0.00007142,-0.00007142,,,,2.480,0.550,-0.400,0.221,0.049,-0.036,,,,,,,,,,,,,,,,,,,,,,0.01583,0.00041,-0.00044,,6228.00,72.21,-60.59,1.42,0.31,-0.23,1.16,0.12,-0.08,-0.100,0.120,-0.132,[Fe/H],,,,4.19,0.13,-0.13,3.800,0.950,-0.878,,,,,,,,,,,,,1502.3200000,44.9800000,-42.4800000,15.8820000,0.0670000,-0.0670000,14.3790000,0.1490000,-0.1490000
Kepler-758 c,Kepler-758,1,1,4,Transit,2016,Kepler,4.75793986,0.00003846,-0.00003846,,,,1.690,0.370,-0.290,0.151,0.033,-0.026,,,,,,,,,,,,,,,,,,,,,,0.01121,0.00004,-0.00080,,6228.00,72.21,-60.59,1.42,0.31,-0.23,1.16,0.12,-0.08,-0.100,0.120,-0.132,[Fe/H],,,,4.19,0.13,-0.13,3.800,0.950,-0.878,,,,,,,,,,,,,1502.3200000,44.9800000,-42.4800000,15.8820000,0.0670000,-0.0670000,14.3790000,0.1490000,-0.1490000
Kepler-758 d,Kepler-758,1,1,4,Transit,2016,Kepler,20.49661970,0.00022820,-0.00022820,,,,2.120,0.470,-0.330,0.189,0.042,-0.029,,,,,,,,,,,,,,,,,,,,,,0.01362,0.00056,-0.00055,,6228.00,72.21,-60.59,1.42,0.31,-0.23,1.16,0.12,-0.08,-0.100,0.120,-0.132,[Fe/H],,,,4.19,0.13,-0.13,3.800,0.950,-0.878,,,,,,,,,,,,,1502.3200000,44.9800000,-42.4800000,15.8820000,0.0670000,-0.0670000,14.3790000,0.1490000,-0.1490000
Kepler-758 e,Kepler-758,1,1,4,Transit,2016,Kepler,8.19347190,0.00010360,-0.00010360,,,,1.530,0.320,-0.250,0.136,0.029,-0.022,,,,,,,,,,,,,,,,,,,,,,0.00999,0.00047,-0.00054,,6228.00,72.21,-60.59,1.42,0.31,-0.23,1.16,0.12,-0.08,-0.100,0.120,-0.132,[Fe/H],,,,4.19,0.13,-0.13,3.800,0.950,-0.878,,,,,,,,,,,,,1502.3200000,44.9800000,-42.4800000,15.8820000,0.0670000,-0.0670000,14.3790000,0.1490000,-0.1490000
Kepler-759 b,Kepler-759,1,1,1,Transit,2016,Kepler,41.80598500,0.00020820,-0.00020820,,,,2.270,0.490,-0.240,0.203,0.044,-0.021,,,,,,,,,,,,,,,,,,,,,,0.02038,0.00009,-0.00104,,5860.00,94.60,-133.91,1.04,0.22,-0.09,1.04,0.06,-0.06,0.060,0.144,-0.161,[Fe/H],,,,4.42,0.07,-0.15,3.890,2.580,-2.160,,,,,,,,,,,,,1073.4800000,,,15.2830000,0.0420000,-0.0420000,14.5790000,0.1260000,-0.1260000
Kepler-76 b,Kepler-76,1,1,1,Orbital Brightness Modulation,2013,Kepler,1.54492980,0.00000040,-0.00000040,0.027400,0.002000,-0.001900,15.244,1.345,-1.345,1.360,0.120,-0.120,638.83830,117.59710,-111.24050,2.01000,0.37000,-0.35000,1.10000,0.60000,-0.40000,,,,,,,2140,40,-40,4.464000,0.049000,-0.041000,0.10330,0.00240,-0.00300,,6409.00,95.00,-95.00,1.32,0.08,-0.08,1.20,0.20,-0.20,-0.100,0.200,-0.200,[Fe/H],,,,4.20,0.30,-0.30,,,,,,,,,,,,,,,,822.9600000,10.4350000,-10.1820000,13.4780000,0.0280000,-0.0280000,13.4740000,0.1140000,-0.1140000
Kepler-760 b,Kepler-760,1,1,2,Transit,2016,Kepler,8.70419416,0.00001277,-0.00001277,,,,3.060,0.260,-0.240,0.273,0.023,-0.021,,,,,,,,,,,,,,,,,,,,,,0.03286,0.00004,-0.00199,,5322.00,65.68,-81.73,0.85,0.07,-0.04,0.89,0.04,-0.04,0.080,0.147,-0.166,[Fe/H],,,,4.54,0.04,-0.08,4.570,6.400,-2.880,,,,,,,,,,,,,792.3360000,16.4540000,-15.8100000,15.9330000,0.0680000,-0.0680000,15.1810000,0.1600000,-0.1600000
